Product Name,Price,Rating,RAM/ROM,Camera,Display,Battery,Warranty
"Samsung M36 5G (Light Green, 128 GB)","₹14,567",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Not Available
"POCO X7 Pro 5G (Nebula Green, 256 GB)","₹23,999",4.4,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP | 20MP Front Camera,6550 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Marine Drift, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Titanium Grey, 256 GB)","₹18,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Burgundy Red, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Burgundy Red, 256 GB)","₹18,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
"IQOO Neo 10R 5G (Raging Blue, 128 GB)","₹26,192",4.5,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,Not Available
"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Breeze Blue, 128 GB)","₹12,999",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Nokia 105 Classic with Charger,"₹1,289",3.4,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP Front Camera,800 mAh Battery,No Warranty on this Product
HOTLINE ROYAL,₹499,3.6,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,1000 mAh Battery,Not Available
"IQOO Neo 10 (Titanium Chrome, 256 GB)","₹36,895",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,7000 mAh Battery,Domestic warranty 1 year for handset and 6 months for accessories
"IQOO Z10 5G (Glacier Silver / Silver, 128 GB)","₹20,690",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,7300 mAh Battery,Not Available
"realme 14 Pro+ 5G (Bikaner Purple, 256 GB)","₹28,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"LAVA Storm Play 5G (Dune Titanium, 128 GB)","₹10,349",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Not Available
"POCO M7 Plus 5G (Carbon Black, 128 GB)","₹10,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Tecno Pova Slim 5G (Sky Blue, 128 GB)","₹20,999",4.3,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP + 2MP | 13MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone
"Apple iPhone 16 Pro (White Titanium, 256 GB)","₹1,19,900",4.7,256 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",Not Available
"realme P3 5G (Nebula Pink, 128 GB)","₹15,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)","₹24,748",4.5,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,Not Available
LAVA Gem 2025,"₹1,627",4.2,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) HVGA Display,0.3MP + 0MP | 0MP Front Camera,2575 mAh Battery,1 YEAR REPLACEMENT WARRANTY
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Titanium Grey, 128 GB)","₹13,499",4.3,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories
Micromax X1i Smart,₹979,3.8,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.08MP Rear Camera,1200 mAh Battery,Not Available
"realme P3 5G (Nebula Pink, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 14 Pro+ 5G (Emerald Drift, 256 GB)","₹23,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Neo 10R 5G (Raging Blue, 256 GB)","₹28,745",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,Not Available
"KARBONN Jumbo K9 Keypad Mobile Phone 2.4inch LCD2 MP Camera,1800mAh Battery,FM Vibratore","₹1,265",4,45 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) WQXGA+ Display,2MP + 0MP,1800 mAh Battery,12 month Brand Warrenty
"realme 14 Pro+ 5G (Pearl White, 128 GB)","₹29,999",4.4,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Z10 Lite 5G (Cyber Green, 256 GB)","₹13,690",4.2,8 GB RAM | 256 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"IQOO Z10R 5G (Moonstone, 256 GB)","₹20,916",4.4,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,5700 mAh Battery,Not Available
"realme P4 5G (Steel Grey, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 16MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme P4 5G (Forge Red, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 16MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme P4 5G (Engine Blue, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 16MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy F06 5G (Lit Violet, 64 GB)","₹8,999",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"IQOO Neo 10R 5G (MoonKnight Titanium, 256 GB)","₹27,064",4.5,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,Not Available
"Apple iPhone 13 (Starlight, 128 GB)","₹49,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Not Available
"Nokia 106 4G Keypad Mobile, Long-Lasting Battery, MicroSD Card Slot","₹2,280",3.9,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP | 0MP Front Camera,1450 mAh Battery,ONE YEAR WARRANTY
"KARBONN Sparkle2 Dual SIM Keypad Mobile 2''LCD,Camera,1000mAh Battery Expandable,32GB","₹1,000",4.2,40 MB RAM | 32 MB ROM | Expandable Upto 32 GB,5.08 cm (2 inch) FWVGA Display,0.5MP + 0MP | 0.5MP Front Camera,1000 mAh Battery,12 month service warrenty
"IQOO Neo 10R 5G (MoonKnight Titanium, 128 GB)","₹25,799",4.5,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,Not Available
LAVA Gem 2025,"₹1,624",4.2,4 MB RAM | 32 GB ROM | Expandable Upto 32 TB,7.11 cm (2.8 inch) HVGA Display,0.3MP + 0MP | 0MP Front Camera,2575 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"Ai+ Pulse (Green, 64 GB)","₹5,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
"IQOO Neo 10R 5G (Raging Blue, 256 GB)","₹27,493",4.5,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,Not Available
"REDMI A3X (Olive Green, 64 GB)","₹6,950",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Not Available
"Apple iPhone 16 Pro (Natural Titanium, 256 GB)","₹1,19,900",4.7,256 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",Not Available
"realme P3 5G (Nebula Pink, 256 GB)","₹18,499",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme P3 5G (Space Silver, 256 GB)","₹18,499",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Tecno Spark Go 5G (Sky Blue, 128 GB)","₹10,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) Display,50MP Rear Camera | 5MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Handset
"Samsung Galaxy S24 Ultra 5G (Titanium Violet, 256 GB)","₹86,590",4.6,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Burgundy Red, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Burgundy Red, 256 GB)","₹18,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Titanium Grey, 256 GB)","₹18,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
HOTLINE ROYAL,₹499,3.6,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,1000 mAh Battery,Not Available
"IQOO Neo 10 (Titanium Chrome, 256 GB)","₹36,895",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,7000 mAh Battery,Domestic warranty 1 year for handset and 6 months for accessories
"LAVA Storm Play 5G (Dune Titanium, 128 GB)","₹10,349",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Not Available
"realme 14 Pro+ 5G (Bikaner Purple, 256 GB)","₹28,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Z10 5G (Glacier Silver / Silver, 128 GB)","₹20,690",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,7300 mAh Battery,Not Available
"Tecno Pova Slim 5G (Sky Blue, 128 GB)","₹20,999",4.3,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP + 2MP | 13MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone
"POCO M7 Plus 5G (Carbon Black, 128 GB)","₹10,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 16 Pro (White Titanium, 256 GB)","₹1,19,900",4.7,256 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",Not Available
"IQOO Z10 5G (Glacier Silver / Silver, 256 GB)","₹22,200",4.4,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7300 mAh Battery,Not Available
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)","₹24,748",4.5,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,Not Available
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Titanium Grey, 128 GB)","₹13,499",4.3,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories
LAVA Gem 2025,"₹1,627",4.2,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) HVGA Display,0.3MP + 0MP | 0MP Front Camera,2575 mAh Battery,1 YEAR REPLACEMENT WARRANTY
"IQOO Z10R 5G (Moonstone, 256 GB)","₹23,329",4.2,12 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,5700 mAh Battery,Not Available
"realme P3 5G (Nebula Pink, 128 GB)","₹15,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Micromax X1i Smart,₹979,3.8,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.08MP Rear Camera,1200 mAh Battery,Not Available
"realme 14 Pro+ 5G (Pearl White, 128 GB)","₹29,999",4.4,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 14 Pro+ 5G (Emerald Drift, 256 GB)","₹23,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"KARBONN Jumbo K9 Keypad Mobile Phone 2.4inch LCD2 MP Camera,1800mAh Battery,FM Vibratore","₹1,265",4,45 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) WQXGA+ Display,2MP + 0MP,1800 mAh Battery,12 month Brand Warrenty
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹11,698",4.3,4 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"IQOO Z10 Lite 5G (Cyber Green, 256 GB)","₹13,690",4.2,8 GB RAM | 256 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"realme P3 5G (Nebula Pink, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy M35 5G (DayBreak Blue, 128 GB)","₹17,128",4.3,8 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Marine Drift, 256 GB)","₹18,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
"Samsung Galaxy M35 5G (Moonlight Blue, 256 GB)","₹19,995",4.3,8 GB RAM | 256 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"Motorola G85 5G (Urban Grey, 128 GB)","₹15,999",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories
"Tecno Pova Curve 5G (Geek Black, 128 GB)","₹14,999",4.4,6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera | 13MP Front Camera,5500 mAh Battery,1 Year Manufacturer Warranty for Handset
"Samsung Galaxy M35 5G (Thunder Grey, 128 GB)","₹17,849",4.3,8 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
UiSmart Ui-06,"₹1,532",4,512 MB RAM | 256 MB ROM | Expandable Upto 32 TB,4.5 cm (1.77 inch) QVGA Display,2MP + 0MP | 0MP Front Camera,1050 mAh Battery,1 YEAR FOR HANDSET
"realme P3 Ultra 5G (Neptune Blue, 256 GB)","₹23,999",4.5,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme Narzo 80x 5G (Sunlit Gold, 128 GB)","₹11,637",4.2,6 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"MOTOROLA Edge 60 5G (PANTONE Gibraltar Sea, 256 GB)","₹25,999",4.3,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,5500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Infinix SMART 10 (Iris Blue, 64 GB)","₹6,799",4.3,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix SMART 10 (Twilight Gold, 64 GB)","₹6,799",4.3,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Z10R 5G (Aquamarine, 256 GB)","₹23,238",4.2,12 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,5700 mAh Battery,Not Available
"Infinix SMART 10 (Sleek Black, 64 GB)","₹6,799",4.3,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix Hot 60 5G+ (Shadow Blue, 128 GB)","₹10,499",4.3,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy A16 5G (Gold, 128 GB)","₹13,995",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories
"Ai+ Nova 5G (Blue, 128 GB)","₹8,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
"Samsung Galaxy M35 5G (Thunder Grey, 128 GB)","₹16,956",4.4,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 256 GB)","₹29,999",4.3,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹26,999",4.4,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
LAVA Hero Shakti 2025,₹975,4.1,32 GB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,0MP | 0MP Front Camera,800 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"Tecno Spark Go 5G (Ink Black, 128 GB)","₹10,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) Display,50MP Rear Camera | 5MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Handset
"REDMI A3X (Midnight Black, 64 GB)","₹6,850",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Not Available
"REDMI A3X (Ocean Green, 64 GB)","₹6,850",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Not Available
"IQOO Neo 10R 5G (MoonKnight Titanium, 256 GB)","₹28,824",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,Not Available
"REDMI Note 14 5G (Titan Black, 256 GB)","₹16,663",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,Not Available
"realme P3 5G (Space Silver, 128 GB)","₹15,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Kechaoda K115,₹989,4.1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,NO WARRANTY
"realme P3 Ultra 5G (Orion Red, 256 GB)","₹23,999",4.5,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme Narzo 80x 5G (Deep Ocean, 128 GB)","₹12,797",4.2,8 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 256 GB)","₹46,999",4.6,8 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"REDMI A3X (Ocean Green, 128 GB)","₹6,499",4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Not Available
"REDMI A3X (Midnight Black, 64 GB)","₹6,699",4,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Not Available
"realme 15T 5G (Silk Blue, 128 GB)","₹20,999",4.3,8 GB RAM | 128 GB ROM,16.69 cm (6.57 inch) Full HD Display,50MP + 2MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 15T 5G (Flowing Silver, 128 GB)","₹20,999",4.3,8 GB RAM | 128 GB ROM,16.69 cm (6.57 inch) Full HD Display,50MP + 2MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix SMART 10 (Titanium Silver, 64 GB)","₹6,799",4.3,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Kechaoda K115,₹974,4.1,32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,Not Available
"REDMI 15 5G (Midnight Black, 128 GB)","₹14,177",4.2,6 GB RAM | 128 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,Not Available
